Title,Year,Age,IMDb,Rotten Tomatoes
joe and jack,2012,0,45.0,41
the young turks,2005,16,53.0,40
home free,2015,0,72.0,40
paradise run,2016,0,61.0,40
a3!,2020,16,65.0,40
how it works,2007,0,83.0,40
classicaloid,2016,16,64.0,40
kings of pain,2019,16,67.0,40
the view,1997,16,26.0,40
mighty magiswords,2015,7,49.0,40
basketball wives la,2011,7,42.0,40
forensic factor,2003,18,73.0,40
the weekly,2019,18,66.0,40
connecting...,2020,7,51.0,40
jim henson presents mother goose stories,1990,0,83.0,40
rock of love with bret michaels,2007,18,48.0,39
bajo el mismo cielo,2015,16,80.0,39
eva la trailera,2017,16,73.0,39
born behind bars,2017,16,81.0,39
seven year switch,2015,16,53.0,39
dog love,2010,7,66.0,39
driven,2020,16,74.0,39
mother up!,2013,16,46.0,39
close up with the hollywood reporter,2015,16,70.0,39
205 live,2016,7,71.0,39
many sides of jane,2019,16,61.0,39
the riveras,2016,7,76.0,39
steve harvey's funderdome,2017,7,73.0,39
vice investigates,2019,18,68.0,39
zorro the chronicles,2015,0,73.0,38
truth & iliza,2017,7,55.0,38
life of kylie,2017,16,35.0,38
wwe superstars,2009,7,58.0,38
showtime at the apollo,1987,0,60.0,38
nightcap,2016,7,50.0,38
after school dice club,2019,16,66.0,38
up to speed,2012,16,65.0,38
spartan: ultimate team challenge,2016,7,59.0,38
the wildlife docs,2013,0,80.0,38
behind closed doors,2011,16,72.0,38
dot.,2016,0,71.0,38
supernoobs,2015,7,36.0,38
phenoms,2018,7,74.0,38
sorcerous stabber orphen,2020,16,57.0,37
future-worm!,2016,7,52.0,37
get ace,2014,0,75.0,37
the masked dancer,2020,7,41.0,37
this week,1981,7,52.0,37
bem,2019,16,60.0,37
mix: meisei story,2019,7,75.0,37
dies irae,2017,18,47.0,36
daisy of love,2009,16,45.0,36
la story,2014,16,72.0,36
woman,2016,18,73.0,36
a little late with lilly singh,2019,16,15.0,36
wwe en español,2012,7,81.0,36
hot package,2013,18,63.0,36
the untold story,2019,16,72.0,36
dama y obrero,2013,16,77.0,36
mickey's 90th spectacular,2018,7,71.0,36
ellen's greatest night of giveaways,2019,7,45.0,35
the grill dads,2017,7,76.0,35
rocketjump: the show,2015,16,72.0,35
baldwin hills,2007,16,43.0,35
doozers,2014,0,68.0,34
terrific trucks,2016,0,57.0,34
the bravest knight,2019,7,64.0,34
last call with carson daly,2002,16,29.0,33
the reflection,2017,18,61.0,33
dish nation,2011,7,36.0,33
rudy maxa's world,2008,0,72.0,33
utawarerumono: the false faces,2015,16,68.0,32
cnbc titans,2010,0,82.0,31
la diosa coronada,2010,7,73.0,31
night guard,2015,18,80.0,31
consumer 101,2018,0,45.0,30
page six tv,2017,7,44.0,30
bobby flay's barbecue addiction,2011,7,65.0,28
behind the bar,2011,16,44.0,28
nasa 360,2008,0,76.0,28
hot gay comics,2008,18,38.0,27
she's living for this,2012,18,55.0,26
awesomenesstv,2013,7,24.0,25
modd couples,2015,18,53.0,24
the boys,2019,18,87.0,93
dexter,2006,18,86.0,92
house,2004,16,87.0,92
mr. robot,2015,18,85.0,91
the expanse,2015,16,85.0,90
bosch,2015,18,84.0,88
invincible,2021,18,87.0,88
fleabag,2016,18,87.0,88
the americans,2013,18,84.0,87
billions,2016,18,84.0,87
the marvelous mrs. maisel,2017,18,87.0,86
psych,2006,7,83.0,86
the night manager,2016,16,81.0,86
unforgotten,2018,18,83.0,85
orphan black,2013,18,83.0,85
chuck,2007,16,82.0,85
the fall,2013,18,81.0,85
tom clancy's jack ryan,2018,18,81.0,84
the pacific,2010,18,83.0,83
good omens,2019,18,81.0,83
the man in the high castle,2015,18,80.0,83
grimm,2011,16,78.0,83
the family man,2019,16,88.0,83
upload,2020,18,80.0,82
counterpart,2017,18,81.0,82
monk,2002,16,80.0,81
the grand tour,2016,16,87.0,81
black books,2000,7,85.0,81
californication,2007,18,83.0,81
eureka,2006,16,79.0,81
animal kingdom,2016,18,82.0,80
humans,2015,16,80.0,80
endeavour,2013,16,86.0,80
alias,2001,16,76.0,80
the missing,2014,18,82.0,80
sneaky pete,2015,18,81.0,79
father ted,1995,16,86.0,79
the mentalist,2008,16,81.0,79
the thick of it,2005,18,87.0,79
the lost room,2006,7,82.0,79
river,2015,7,80.0,79
the affair,2014,18,79.0,78
undone,2019,18,82.0,78
poldark,2015,16,83.0,78
carnival row,2019,18,79.0,78
wayne,2019,18,84.0,78
farscape,1999,16,82.0,78
victoria,2016,16,82.0,78
goliath,2016,16,81.0,77
catastrophe,2015,18,82.0,77
hanna,2019,18,75.0,77
spongebob squarepants,1999,7,82.0,77
extras,2005,18,83.0,77
two and a half men,2003,16,70.0,77
escape at dannemora,2018,18,80.0,77
patriot,2015,18,83.0,77
modern love,2019,18,80.0,76
clarkson's farm,2021,7,92.0,76
gavin & stacey,2007,16,81.0,75
homecoming,2018,18,75.0,74
city on a hill,2019,18,76.0,74
patrick melrose,2018,18,81.0,74
queer as folk,1999,18,82.0,74
flack,2019,16,72.0,74
mozart in the jungle,2014,18,81.0,74
the tick,2016,7,74.0,74
tales from the loop,2020,18,75.0,72
fortitude,2015,18,74.0,72
the tunnel,2013,18,79.0,72
the wilds,2020,16,73.0,72
a very english scandal,2018,16,77.0,72
salvation,2017,16,70.0,72
the underground railroad,2021,18,73.0,72
red oaks,2014,18,79.0,72
tell me your secrets,2021,18,74.0,72
transparent,2014,18,77.0,72
loudermilk,2017,18,78.0,72
britannia,2018,16,68.0,72
zerozerozero,2020,18,82.0,71
philip k. dick's electric dreams,2017,18,73.0,71
truth seekers,2020,16,71.0,71
"magnum, p.i.",1980,7,75.0,70
hunters,2020,18,72.0,70
"eerie, indiana",1991,7,82.0,70
the andy griffith show,1960,0,83.0,70
mirzapur,2018,18,84.0,69
sanctuary,2008,7,73.0,69
detectorists,2014,16,86.0,69
tin star,2017,18,73.0,69
the durrells,2016,7,82.0,69
get shorty,2017,18,82.0,69
thirteen,2016,18,72.0,69
the returned,2015,18,71.0,68
trapped,2015,7,81.0,68
alf,1986,0,74.0,68
informer,2018,18,78.0,68
alex rider,2020,16,76.0,68
jesus of nazareth,1977,7,85.0,68
the cosby show,1984,0,73.0,68
absentia,2017,18,73.0,67
grantchester,2014,16,79.0,67
the men who built america,2012,7,86.0,67
too old to die young,2019,18,74.0,67
forever,2018,18,72.0,67
dororo,2019,18,84.0,67
good girls revolt,2015,18,82.0,67
secret diary of a call girl,2007,18,74.0,67
mad dogs,2015,18,75.0,67
home fires,2015,7,82.0,66
jean-claude van johnson,2016,7,76.0,66
the honeymooners,1952,0,86.0,66
isabel,2012,7,83.0,66
vanity fair,2018,7,73.0,66
lewis,2007,16,80.0,66
mad about you,1992,16,67.0,66
how the universe works,2010,7,89.0,66
mister rogers' neighborhood,1968,0,86.0,65
made in abyss,2017,18,84.0,65
hand of god,2014,7,75.0,65
silent witness,1996,16,78.0,65
arthur,1996,7,73.0,65
the carol burnett show,1967,0,87.0,65
howards end,2017,7,73.0,64
wildfire,2005,16,76.0,64
a gifted man,2011,7,70.0,64
dance academy,2010,16,81.0,64
making the cut,2020,16,66.0,64
man vs. wild,2006,7,81.0,64
breaking in,2011,16,71.0,64
bottom,1991,18,82.0,64
paatal lok,2020,18,78.0,64
alpha house,2013,16,76.0,64
nova,1974,7,87.0,64
hustle,2006,16,81.0,64
doctor thorne,2016,16,73.0,64
the royals,2015,16,75.0,64
fresh meat,2011,18,78.0,64
the league of gentlemen,1999,18,84.0,64
american experience,1988,7,86.0,64
4 blocks,2017,7,82.0,64
the a word,2016,18,78.0,63
small axe,2020,18,79.0,63
breathe,2018,18,83.0,63
panic,2021,16,65.0,63
survivorman,2004,7,82.0,63
sonic the hedgehog,1993,7,68.0,63
mission: impossible,1966,7,76.0,63
between two ferns with zach galifianakis,2008,16,84.0,62
guilt,2016,16,60.0,62
grounded for life,2001,16,74.0,62
the last tycoon,2016,7,77.0,62
lore,2017,16,67.0,62
cops,1989,18,70.0,62
survivor's remorse,2014,18,70.0,62
comrade detective,2017,18,73.0,62
a bit of fry and laurie,1989,16,83.0,62
wolfblood,2013,7,76.0,62
neverland,2011,7,64.0,62
just add magic,2015,7,83.0,62
malgudi days,1987,0,95.0,62
dark shadows,1966,7,75.0,62
the widow,2019,18,69.0,61
el cid,2020,16,65.0,61
all or nothing: manchester city,2018,0,82.0,61
totally spies!,2001,7,70.0,61
underbelly,2008,18,81.0,61
our girl,2014,16,77.0,61
reading rainbow,1983,0,84.0,61
"kill me, heal me",2015,16,83.0,61
ted bundy: falling for a killer,2020,18,79.0,61
"dr. quinn, medicine woman",1993,7,67.0,60
z: the beginning of everything,2017,7,71.0,60
the romanoffs,2018,18,70.0,60
republic of doyle,2010,16,74.0,60
inside edge,2017,18,80.0,60
the feed,2019,16,63.0,60
the last post,2017,18,72.0,60
i shouldn't be alive,2005,7,81.0,60
halo 4: forward unto dawn,2012,16,69.0,60
four more shots please,2019,18,64.0,60
the lost world,1999,7,72.0,60
all or nothing: tottenham hotspur,2020,16,82.0,59
all or nothing,2016,18,86.0,59
appropriate adult,2011,18,75.0,59
mr. bean: the animated series,2002,0,69.0,59
picnic at hanging rock,2018,16,62.0,59
frontline,1983,18,86.0,59
little women,2017,7,72.0,59
earth: final conflict,1997,7,62.0,59
the abc murders,2018,16,66.0,59
indian summers,2015,7,73.0,59
sea patrol,2007,7,75.0,59
inside men,2012,16,73.0,59
the backyardigans,2004,7,70.0,59
regenesis,2004,18,79.0,59
ghost hunters,2004,7,62.0,59
blood & treasure,2019,16,67.0,58
betas,2013,18,70.0,58
the test: a new era for australia's team,2020,16,89.0,58
falling water,2016,16,65.0,58
made in heaven,2019,18,83.0,58
hunting hitler,2015,16,74.0,58
a different world,1987,7,69.0,58
wotakoi: love is hard for otaku,2018,16,76.0,58
laakhon mein ek,2017,16,82.0,58
dilbert,1999,7,73.0,58
time team,1994,0,85.0,57
cagney & lacey,1982,7,68.0,57
cyberchase,2002,0,68.0,57
the pale horse,2020,0,61.0,57
wild kratts,2011,0,77.0,57
pingu,1986,0,74.0,57
bubble guppies,2011,0,64.0,57
clifford the big red dog,2000,0,66.0,57
the reagans,2020,7,65.0,57
inazuma eleven,2008,7,80.0,57
drifters,2013,18,77.0,57
thunderbirds,1965,7,79.0,56
gortimer gibbon's life on normal street,2014,0,83.0,56
the bernie mac show,2001,7,70.0,56
dr. g: medical examiner,2004,16,84.0,56
david copperfield,1999,7,77.0,56
say yes to the dress,2007,7,56.0,56
red rock,2015,7,77.0,56
almost royal,2014,7,73.0,56
wu-tang clan: of mics and men,2019,18,82.0,56
daniel tiger's neighborhood,2012,0,74.0,56
criminal minds: suspect behavior,2011,16,63.0,56
whites,2010,18,76.0,56
how the states got their shapes,2010,7,81.0,56
one mississippi,2016,18,74.0,56
rick steves' europe,2000,0,85.0,56
london kills,2019,16,67.0,55
hell girl,2005,18,75.0,55
grand blue,2018,18,79.0,55
cuffs,2015,16,74.0,55
dora the explorer,2000,0,42.0,55
counting cars,2012,7,70.0,55
home and away,1988,7,51.0,55
a very british coup,1988,18,83.0,55
titanic,2012,16,60.0,55
texas rising,2015,16,67.0,55
oliver twist,2007,7,74.0,55
world’s toughest race: eco-challenge fiji,2020,16,76.0,55
father knows best,1954,0,74.0,54
i love dick,2016,16,63.0,54
rocco schiavone,2016,7,76.0,54
wordworld,2007,0,67.0,54
the collection,2016,18,71.0,54
beecham house,2019,16,67.0,54
the twelve kingdoms,2002,16,81.0,54
the way we live now,2001,16,76.0,54
land of the lustrous,2017,16,80.0,54
rowan & martin's laugh-in,1967,7,80.0,54
super wings!,2014,0,62.0,54
touched by an angel,1994,7,60.0,54
the border,2008,7,70.0,54
crisis in six scenes,2016,0,66.0,54
american playboy: the hugh hefner story,2017,18,75.0,54
the street,2006,18,83.0,54
tales of the unexpected,1979,7,77.0,54
my mother and other strangers,2016,16,75.0,54
charles ii: the power and the passion,2003,16,75.0,53
moby dick,1998,7,65.0,53
a cook's tour,2002,16,82.0,53
beat,2018,18,74.0,53
long strange trip,2017,18,82.0,53
wahlburgers,2014,16,68.0,53
kung fu panda: the paws of destiny,2018,7,76.0,53
the bold and the beautiful,1987,16,34.0,53
lucky dog,2013,0,85.0,53
team umizoomi,2010,0,60.0,53
grand prix driver,2018,7,76.0,53
moon embracing the sun,2012,7,80.0,53
the forgotten army - azaadi ke liye,2020,18,81.0,53
rahxephon,2002,16,72.0,53
accidentally on purpose,2009,7,63.0,52
hammer house of horror,1980,18,77.0,52
everest: beyond the limit,2006,7,83.0,52
odd squad,2014,0,65.0,52
sarazanmai,2019,7,70.0,52
one step beyond,1959,0,78.0,52
the island with bear grylls,2014,16,74.0,52
here's lucy,1968,0,69.0,52
hotel impossible,2012,7,78.0,52
zoboomafoo,1999,7,75.0,52
jessica,2004,16,76.0,52
the passing bells,2014,7,69.0,52
pandora,2019,7,42.0,52
the hunger,1997,18,63.0,52
lorena,2019,18,72.0,52
you are wanted,2017,7,60.0,52
7 deadly sins,2014,18,71.0,52
grace under fire,1993,7,64.0,52
himouto! umaru-chan,2015,16,70.0,52
the big comfy couch,1993,0,72.0,52
david the gnome,1985,0,74.0,52
all or nothing: new zealand all blacks,2018,16,81.0,51
teen mom og,2009,7,36.0,51
miami ink,2005,7,65.0,51
beowulf: return to the shieldlands,2016,7,58.0,51
cosby,1996,7,63.0,51
the real mccoys,1957,16,76.0,51
bobby's world,1990,0,73.0,51
safe house,2015,18,64.0,51
the saddle club,2001,0,61.0,51
secret agent,1965,7,82.0,51
tandav,2021,18,38.0,51
the new yorker presents,2016,18,66.0,51
oddities,2010,7,80.0,51
the secret world of nature: spain,2020,7,96.0,51
aristocrats,1999,7,73.0,51
littlest pet shop,2012,0,62.0,51
hole in the wall,2008,0,32.0,51
murder calls,2017,16,77.0,50
charlie and lola,2005,0,67.0,50
land of the lost,1991,0,69.0,50
where on earth is carmen sandiego?,1994,0,73.0,50
bat masterson,1958,16,74.0,50
féminin/féminin,2014,16,84.0,50
becoming human,2011,16,74.0,50
the jury,2002,18,78.0,50
james may's toy stories,2009,7,81.0,50
prime suspect: tennison,2017,16,75.0,50
ax men,2008,7,55.0,50
on death row,2012,16,80.0,50
el presidente,2020,16,72.0,49
celebrity ghost stories,2009,7,71.0,49
mike hammer,1984,7,69.0,49
bridget & eamon,2016,16,77.0,49
le mans: racing is everything,2017,7,73.0,49
superheroes: a never-ending battle,2013,7,81.0,49
the busy world of richard scarry,1994,0,75.0,49
king of the road,2016,16,89.0,49
the delivery man,2015,16,72.0,49
battle 360°,2008,7,84.0,49
this giant beast that is the global economy,2019,16,78.0,49
lolirock,2014,0,73.0,49
strange empire,2014,16,64.0,49
the greatest love,2011,16,78.0,49
cybersix,1999,16,78.0,49
the dangerous book for boys,2018,7,60.0,49
empresses in the palace,2011,7,84.0,49
captain scarlet and the mysterons,1967,0,78.0,49
survive this,2009,7,67.0,49
girls' last tour,2017,16,77.0,49
grimoire of zero,2017,16,70.0,49
after the rain,2018,18,74.0,49
the ruth rendell mysteries,1987,16,68.0,48
thunderbirds are go!,2015,0,68.0,48
blade of the immortal,2008,16,67.0,48
peg + cat,2013,0,78.0,48
re:creators,2017,18,71.0,48
just because!,2017,7,69.0,48
yuki yuna is a hero,2014,16,68.0,48
boarding school juliet,2018,16,71.0,48
this is football,2019,16,82.0,48
valemont,2009,7,53.0,47
alice in paris,2016,0,87.0,47
ronja the robber's daughter,2014,7,73.0,47
rebel,2017,16,54.0,47
curiosity,2011,16,78.0,47
babar,1989,0,65.0,47
one night stand,1989,18,82.0,47
mr. osomatsu,2015,16,75.0,47
fetch! with ruff ruffman,2006,0,75.0,47
the cyanide & happiness show,2014,18,80.0,47
welcome to the ballroom,2017,16,78.0,47
flash gordon,2007,7,49.0,47
empress ki,2013,0,78.0,47
deal or no deal,2005,7,50.0,47
pound puppies,2010,0,63.0,47
just add magic: mystery city,2020,0,73.0,47
american ripper,2017,16,63.0,47
hoarding: buried alive,2010,7,66.0,46
mr. wizard's world,1983,0,81.0,46
street fighter: resurrection,2016,16,65.0,46
clifford's puppy days,2003,0,67.0,46
a fortunate life,1986,7,79.0,46
tumble leaf,2013,0,85.0,46
the gymkhana files,2018,18,79.0,46
lost in oz,2015,7,76.0,46
deltora quest,2007,0,71.0,46
the eleven,2017,16,68.0,46
do you love your mom and her two-hit multi-target attacks?,2019,16,51.0,46
monsterquest,2007,7,71.0,46
peep and the big wide world,2004,0,71.0,46
nova sciencenow,2005,0,85.0,45
budding prospects,2017,18,73.0,45
tenspeed and brown shoe,1980,7,76.0,45
marcia clark investigates the first 48,2018,16,80.0,45
goku midnight eye,1989,18,69.0,45
samurai girls,2010,18,65.0,45
true tears,2008,7,73.0,45
kratts' creatures,1996,0,82.0,45
love and lies,2017,16,61.0,45
hbo comedy half-hour,1994,7,80.0,45
princess principal,2017,18,74.0,45
acapulco h.e.a.t.,1993,16,58.0,45
ufo files,2004,7,69.0,45
mansfield park,1983,0,68.0,45
porterhouse blue,1987,18,76.0,45
pete the cat,2017,0,76.0,45
ivanhoe,1997,7,74.0,45
sigmund and the sea monsters,1973,0,69.0,45
bikini destinations,2003,18,69.0,45
iroduku: the world in colors,2018,16,74.0,44
rob the robot,2010,0,78.0,44
crime investigation australia,2005,18,80.0,44
the simple life,2003,16,39.0,44
the kicks,2016,0,70.0,44
pequeñas coincidencias,2018,7,74.0,44
ufo hunters,2008,7,65.0,44
transformers: combiner wars,2016,16,54.0,44
all or nothing: brazil national team,2020,16,72.0,44
kannazuki no miko,2004,16,67.0,44
the adventures of maya the honey bee,1975,0,67.0,44
soviet storm: wwii in the east,2011,7,87.0,44
charlie's angels,2011,16,44.0,44
the underground,2006,18,56.0,44
eat the world with emeril lagasse,2016,16,79.0,44
pandora's box,2012,16,85.0,44
sea rescue,2012,0,89.0,44
hero: 108,2010,0,57.0,44
bbq with franklin,2015,0,81.0,44
oasis,2017,18,83.0,44
merlin's apprentice,2006,16,53.0,43
fireball xl5,1962,7,73.0,43
canimals,2011,0,70.0,43
wild boys,2011,7,69.0,43
niko and the sword of light,2017,0,77.0,43
big pacific,2017,0,84.0,43
animal mechanicals,2008,0,63.0,43
costume quest,2019,7,70.0,43
spaceballs: the animated series,2008,18,42.0,43
nature cat,2015,0,72.0,43
"kokkoku, moment by moment",2018,18,70.0,43
the danny thomas show,1957,0,72.0,43
ready jet go!,2016,0,61.0,43
sex sent me to the er,2013,18,54.0,42
dino dan,2009,7,56.0,42
annedroids,2014,0,63.0,42
mars rising,2007,7,80.0,42
atlantis high,2001,0,79.0,42
all or nothing: the dallas cowboys,2018,18,77.0,42
girl/girl scene,2010,18,53.0,42
nanny 911,2004,7,54.0,42
date my dad,2017,0,71.0,42
the stinky & dirty show,2016,0,73.0,42
little princess,2007,0,57.0,42
when we go to war,2015,16,67.0,42
bad guy,2010,16,77.0,42
comicstaan,2018,18,68.0,41
after hours,2015,16,72.0,41
horseland,2006,0,58.0,41
killing bites,2018,18,63.0,41
postcards from buster,2004,0,60.0,41
music & murder,2016,18,83.0,41
benito: the rise and fall of mussolini,1994,18,57.0,41
la femme musketeer,2004,7,57.0,41
psychic investigators,2006,7,76.0,41
moses the lawgiver,1975,0,61.0,41
inventions that shook the world,2011,0,83.0,41
dino dana,2017,0,71.0,41
pet alien,2005,0,51.0,41
arthur & george,2015,0,56.0,40
fluffy's food adventures,2015,7,74.0,40
ocean mysteries with jeff corwin,2011,0,84.0,40
amish mafia,2012,16,31.0,40
circus,2010,7,83.0,40
geronimo stilton,2009,0,68.0,40
flickers,1980,0,82.0,40
storage wars: northern treasures,2017,18,56.0,40
your bleeped up brain,2013,7,78.0,40
the dreamstone,1990,0,81.0,40
wildest africa,2013,7,82.0,40
barbie dreamtopia,2017,0,61.0,40
an american girl story: melody 1963 - love has to win,2016,0,76.0,40
brum,1994,7,63.0,40
most haunted,2002,7,50.0,40
londongrad,2015,7,59.0,40
angelina ballerina,2002,0,58.0,39
barter kings,2012,7,51.0,39
a woman named jackie,1991,7,66.0,39
password plus,1979,0,75.0,39
category 7: the end of the world,2005,7,47.0,39
stories from the stone age,2004,0,85.0,39
for the love of jason,2020,18,72.0,39
project g.e.e.k.e.r.,1996,0,75.0,39
chloe's closet,2010,0,69.0,39
the hive,2010,0,66.0,39
popeye and son,1987,0,57.0,39
shadow force,2008,16,73.0,39
america divided,2016,16,40.0,39
danger & eggs,2017,0,69.0,39
cool mccool,1966,7,72.0,38
busytown mysteries,2007,0,62.0,38
greatest tank battles,2010,7,74.0,38
we'll meet again,1982,7,71.0,38
sworn to secrecy: secrets of war,1998,16,75.0,38
the sheriffs are coming,2012,0,71.0,38
jestination unknown,2019,16,61.0,38
impostors,2014,16,77.0,38
time team america,2009,0,69.0,38
cosmic quantum ray,2010,7,57.0,38
那年花開月正圓,2017,7,78.0,38
boundless,2013,7,76.0,37
the vigilantes in masks,2011,16,79.0,37
the bug diaries,2019,0,70.0,37
the snowy day,2016,0,75.0,37
wishenpoof!,2015,0,50.0,37
stacey david's gearz,2010,0,88.0,37
lego city,2011,0,54.0,37
creative galaxy,2013,0,50.0,37
prime rewind: inside the boys,2020,18,56.0,37
if you give a mouse a cookie,2015,7,64.0,37
billion dollar wreck,2016,7,47.0,36
disasters of the century,2004,7,64.0,36
dino the dinosaur,2016,0,71.0,36
a craftsman’s legacy,2014,0,85.0,36
lidia's kitchen,2013,0,79.0,36
color crew,2015,0,55.0,36
fbi takedowns,2015,7,80.0,36
bad ink,2013,16,57.0,36
trail of tears,1999,0,82.0,36
"glenn martin, dds",2009,16,42.0,36
i am innocent,2015,18,73.0,36
baby talk,1991,0,41.0,36
"rich bride, poor bride",2006,0,62.0,36
betsy's kindergarten adventures,2008,0,49.0,36
cut the rope - om nom stories,2012,0,60.0,35
dance moms: miami,2012,16,38.0,35
knock knock ghost,2015,13,52.0,35
killer wave,2007,16,43.0,35
big easy motors,2016,7,65.0,35
dangerous encounters,2005,0,73.0,35
enchantimals: tales from everwilde,2018,0,66.0,35
kemurikusa,2019,0,71.0,35
travel with kids,2011,0,62.0,35
xploration diy sci,2016,0,88.0,34
big shrimpin',2011,16,60.0,34
design squad,2007,0,85.0,34
the bumble nums,2017,0,72.0,34
inside jokes,2018,16,73.0,34
fanny by gaslight,1981,18,65.0,34
72 hours,2013,16,59.0,34
ghost dimension,2016,7,60.0,34
bookaboo,2016,0,78.0,34
jessy & nessy,2020,0,80.0,33
wir geiseln der ss,2015,7,73.0,33
looped,2016,0,58.0,33
powernation: engine power,2014,0,77.0,33
brandi and jarrod: married to the job,2014,7,42.0,33
anna's wild life,2011,0,84.0,33
scigirls,2010,0,75.0,33
today's homeowner with danny lipford,1998,0,89.0,32
gangster empire: rise of the mob,2013,16,56.0,32
the suspects: true australian thrillers,2010,16,79.0,32
shelldon,2009,0,58.0,32
the irish mob,2016,16,75.0,32
wendy,2013,7,59.0,32
the underdogs,2010,0,83.0,32
gordon the garden gnome,2005,0,74.0,31
superships,2001,0,76.0,31
american daredevils,2013,16,62.0,29
nova wonders,2018,0,76.0,29
nerve center,2012,7,66.0,29
megaworld,2008,0,68.0,28
jfk - a new world order,2013,7,70.0,27
the hollywood puppet show,2017,16,62.0,27
talking tom and friends minis,2016,0,76.0,26
paranormal egypt,2007,0,38.0,25
loki,2021,16,85.0,95
the mandalorian,2019,16,88.0,94
wandavision,2021,16,80.0,89
the falcon and the winter soldier,2021,16,74.0,86
star wars: the clone wars,2008,7,83.0,85
once upon a time,2011,7,77.0,83
marvel's agent carter,2015,7,79.0,82
the bad batch,2021,7,82.0,82
star wars rebels,2014,7,80.0,79
the owl house,2020,7,81.0,78
the muppet show,1976,0,84.0,78
the mysterious benedict society,2021,7,77.0,76
monsters at work,2021,0,72.0,75
one strange rock,2018,0,88.0,74
high school musical: the musical: the series,2019,7,73.0,73
dinosaurs,1991,7,74.0,73
boy meets world,1993,0,80.0,72
big shot,2021,7,75.0,71
disney gallery / star wars: the mandalorian,2020,7,84.0,71
phineas and ferb,2007,0,80.0,71
bluey,2018,0,96.0,71
spider-man,1994,0,84.0,70
the imagineering story,2019,7,90.0,69
ducktales,1987,7,81.0,69
wizards of waverly place,2007,0,69.0,68
star wars: clone wars,2003,7,78.0,68
wolverine and the x-men,2009,7,80.0,68
marvel studios: assembled,2021,7,81.0,66
kim possible,2002,0,72.0,66
once upon a time in wonderland,2013,7,70.0,66
marvel studios: legends,2021,16,65.0,66
girl meets world,2014,0,71.0,65
the avengers: earth's mightiest heroes,2010,7,83.0,65
the world according to jeff goldblum,2019,7,78.0,65
marvel's ultimate spider-man,2012,7,72.0,65
amphibia,2019,7,81.0,65
gargoyles,1994,7,81.0,64
the suite life of zack & cody,2005,0,65.0,64
darkwing duck,1991,7,76.0,64
the right stuff,2020,16,68.0,64
the muppets,2015,7,74.0,64
tron: uprising,2012,7,82.0,64
the mighty ducks: game changers,2021,7,75.0,63
marvel's avengers assemble,2013,7,70.0,63
recess,1997,7,78.0,63
chip 'n' dale rescue rangers,1989,0,76.0,63
doug,1991,7,74.0,63
lizzie mcguire,2001,0,66.0,62
cosmos: possible worlds,2020,7,92.0,62
the suite life on deck,2008,0,64.0,62
hannah montana,2006,0,52.0,61
jessie,2011,0,60.0,61
marvel's inhumans,2017,7,50.0,61
gordon ramsay: uncharted,2019,16,78.0,61
disney's adventures of the gummi bears,1985,0,75.0,61
star wars resistance,2018,7,50.0,60
that's so raven,2003,0,66.0,60
turner & hooch,2021,7,60.0,60
talespin,1990,0,76.0,60
mickey mouse clubhouse,2006,0,57.0,60
even stevens,2000,0,76.0,60
andi mack,2017,0,72.0,60
behind the attraction,2021,7,76.0,59
secrets of sulphur springs,2021,7,77.0,59
liv and maddie,2013,0,64.0,59
milo murphy's law,2016,0,76.0,59
lab rats,2012,7,66.0,59
lilo & stitch: the series,2003,0,68.0,59
so weird,1999,7,85.0,59
austin & ally,2011,0,60.0,59
the new adventures of winnie the pooh,1988,0,77.0,59
raven's home,2017,0,73.0,59
kickin' it,2011,0,65.0,58
brain games,2011,7,83.0,58
schoolhouse rock,1973,7,81.0,58
dog whisperer,2004,0,80.0,58
the proud family,2001,0,64.0,58
sonny with a chance,2009,0,61.0,58
violetta,2012,0,53.0,58
the lion king's timon & pumbaa,1995,0,71.0,58
phil of the future,2004,7,70.0,57
little einsteins,2005,0,63.0,57
shake it up,2010,0,49.0,57
hercules,1998,0,66.0,57
rapunzel's tangled adventure,2017,0,77.0,56
marvel's guardians of the galaxy,2015,7,73.0,56
smart guy,1997,0,74.0,56
american dragon: jake long,2005,0,66.0,56
encore!,2019,7,77.0,56
mickey mouse,2013,0,81.0,56
marvel's spider-man,2017,7,61.0,56
diary of a future president,2020,7,60.0,56
spider-man and his amazing friends,1981,7,72.0,56
goof troop,1992,0,68.0,55
spider-man unlimited,1999,7,64.0,55
the little mermaid,1992,0,68.0,55
big city greens,2018,7,72.0,55
zenimation,2020,0,74.0,55
wicked tuna,2012,16,66.0,55
big hero 6 the series,2017,7,71.0,54
inside pixar,2020,0,73.0,54
iron man: armored adventures,2009,7,65.0,54
pair of kings,2010,7,58.0,54
mighty med,2013,7,66.0,54
special agent oso,2009,0,52.0,54
imagination movers,2008,0,71.0,54
secrets of the whales,2021,7,86.0,54
stuck in the middle,2016,0,61.0,53
mech-x4,2016,0,64.0,53
the wonderful world of mickey mouse,2020,0,78.0,53
the emperor's new school,2006,0,66.0,53
hostile planet,2019,7,83.0,53
puppy dog pals,2017,0,70.0,53
fantastic four,1994,7,65.0,52
i didn't do it,2014,0,60.0,52
the lion guard,2016,0,64.0,52
pixar popcorn,2021,7,66.0,52
lab rats: elite force,2016,7,65.0,52
a.n.t. farm,2011,0,51.0,52
silver surfer,1998,7,71.0,52
